Date,Burrard at Cornwall,Canada Line Bridge at West Kent,Comox at Thurlow,Dunsmuir Viaduct,East 10th at Clark,Hornby and Robson,Lions Gate Bridge at Spirit Trail,Ontario and 11th,Point Grey at Stephens,Point Grey at Volunteer Park,Seawall 2nd Beach Pool,Seawall at Creekside Community Centre,Seawall at David Lam Park,Seawall at Harbour Green Park,Seawall at HMS Discovery,Seawall at Science World,Smithe at Expo,Stephens at Point Grey,Union at Hawks
"October 27, 2021",2736,372,604,1340,1469,4,840,0,0,1216,0,1462,0,588,0,3099,0,393,2167
"October 28, 2021",1450,174,446,896,891,0,427,0,0,496,0,571,0,280,0,1596,0,160,1305
"October 29, 2021",3510,570,689,1386,1662,0,1273,0,0,1561,0,1869,0,990,0,3806,0,448,2700
"October 30, 2021",4151,1024,596,773,1622,0,1863,0,0,2644,0,3019,0,1406,0,4727,0,582,2436
"October 31, 2021",3585,905,542,689,1170,2,1419,0,0,2432,0,2676,0,1226,0,4073,0,566,1993
"November 1, 2021",2320,350,440,1089,1201,0,827,0,0,915,0,1125,0,528,0,2395,0,289,1859
"November 2, 2021",1952,288,406,1093,1088,0,692,0,0,764,0,815,0,389,0,1988,0,266,1715
"November 3, 2021",1545,216,414,945,948,6,445,0,0,495,0,626,0,260,0,1739,0,163,1405
"November 4, 2021",1599,224,422,947,927,5,433,0,0,585,0,661,0,296,0,1660,0,194,1473
"November 5, 2021",2144,317,537,981,1006,2,627,0,0,909,0,1113,0,482,0,2343,0,233,1657
"November 6, 2021",1027,237,314,354,484,1,251,0,0,497,0,578,0,276,0,1115,0,135,736
"November 7, 2021",730,154,327,328,358,0,139,0,0,362,0,484,0,192,0,922,0,99,646
"November 8, 2021",2290,390,523,1234,1214,0,662,0,0,925,0,1151,0,548,0,2486,0,296,1871
"November 9, 2021",1717,222,449,947,991,0,547,0,0,626,0,758,0,333,104,1879,0,218,1496
"November 10, 2021",2394,346,526,1237,1289,1,794,0,0,900,0,1258,0,539,481,2657,0,275,1937
"November 11, 2021",1375,244,348,461,486,0,376,0,0,747,0,796,0,462,490,1403,0,204,906
"November 12, 2021",1858,238,523,903,903,0,538,0,0,720,0,999,0,479,499,2060,0,183,1455
"November 13, 2021",1235,368,367,387,485,0,475,0,0,648,0,687,0,400,446,1322,0,183,838
"November 14, 2021",306,35,186,161,168,0,46,0,0,141,0,145,0,67,48,361,0,38,259
"November 15, 2021",820,130,281,561,606,1,256,0,0,304,0,428,0,191,44,1085,0,93,862
"November 16, 2021",3071,522,611,1437,1428,4,1171,0,0,1500,0,1767,0,816,693,3602,0,483,2540
"November 17, 2021",2567,434,554,1342,1361,6,879,0,0,1144,0,1343,0,586,452,2952,0,315,2185
"November 18, 2021",1437,176,427,896,900,0,422,0,0,459,0,526,0,229,72,1466,0,186,1327
"November 19, 2021",2500,418,617,1165,1248,0,799,0,0,971,0,1160,0,511,420,2654,0,295,1955
"November 20, 2021",2104,464,465,558,886,0,685,0,0,1110,0,1249,0,525,616,2256,0,293,1504
"November 21, 2021",2912,640,478,663,984,0,1088,0,0,1887,0,2049,0,975,964,3449,0,451,2048
"November 22, 2021",1642,233,410,948,961,1,483,0,0,562,0,674,0,278,129,1755,0,177,1406
"November 23, 2021",3161,478,656,1469,1614,1,1129,0,0,1424,0,1642,0,765,613,3393,0,425,2503
"November 24, 2021",1775,245,491,1022,1104,2,559,0,0,626,0,714,0,273,160,1945,0,215,1539
"November 25, 2021",963,118,308,643,582,0,265,0,0,275,0,335,0,119,22,995,0,91,865
"November 26, 2021",2521,442,576,1126,1137,0,831,0,0,1088,0,1379,0,626,593,2828,0,330,1915
"November 27, 2021",455,77,251,200,303,0,89,0,0,169,0,216,0,71,39,501,0,60,384
"November 28, 2021",593,108,319,218,297,1,119,0,0,287,0,391,0,147,123,762,0,76,440
"November 29, 2021",1983,289,463,1051,1067,1,607,0,0,849,0,999,0,468,261,2115,0,277,1714
"November 30, 2021",1037,149,314,649,637,0,297,0,0,323,0,347,0,123,25,1073,0,103,942
"December 1, 2021",1692,248,467,995,1281,0,457,0,0,650,0,812,0,345,178,1982,0,207,1648
"December 2, 2021",2923,489,602,1341,1486,0,1070,0,0,1237,0,1424,0,718,448,2997,0,336,2273
"December 3, 2021",2278,324,556,1087,1325,0,668,0,0,894,0,1082,0,509,337,2470,0,247,1862
"December 4, 2021",1270,242,418,361,812,0,346,0,0,650,0,826,0,368,298,1519,0,190,937
"December 5, 2021",1281,296,329,443,847,0,362,0,0,751,0,760,0,412,373,1440,0,192,948
"December 6, 2021",852,94,286,486,2027,0,192,0,0,243,0,325,0,153,40,861,0,72,722
"December 7, 2021",1418,180,391,785,899,1,416,0,0,444,0,488,0,197,56,1419,0,166,1178
"December 8, 2021",2504,379,590,1177,1343,0,830,0,0,1045,0,1357,0,555,414,2894,0,290,1984
"December 9, 2021",2053,324,525,1121,1170,1,599,0,0,704,0,996,0,405,237,2302,0,231,1731
"December 10, 2021",1005,135,387,659,596,3,291,0,0,310,0,435,0,164,49,1174,0,103,931
"December 11, 2021",1291,258,392,409,597,3,325,0,0,719,0,776,0,378,348,1474,0,235,795
"December 12, 2021",614,120,296,249,302,1,94,0,0,293,0,375,0,154,107,697,0,95,463
"December 13, 2021",1368,163,360,905,774,0,373,0,0,470,0,578,0,268,165,1541,0,124,1253
"December 14, 2021",1598,194,419,895,899,0,401,0,0,495,0,626,0,260,123,1593,0,174,1275
"December 15, 2021",1893,274,448,990,992,2,570,0,0,634,0,866,0,334,183,1996,0,184,1497
"December 16, 2021",1918,267,461,962,982,9,521,0,0,688,0,835,0,367,208,1936,0,224,1509
"December 17, 2021",1230,154,417,704,692,4,335,0,0,374,0,513,0,210,87,1259,0,112,1043
"December 18, 2021",740,101,310,263,319,0,137,0,0,407,0,420,0,179,169,824,0,93,461
"December 19, 2021",1473,366,367,418,1077,0,482,0,0,977,0,1080,0,524,747,1826,0,244,993
"December 20, 2021",1229,157,369,623,528,2,333,0,0,484,0,679,0,354,300,1450,0,132,976
"December 21, 2021",717,92,299,458,380,2,166,0,0,230,0,291,0,138,66,797,0,61,615
"December 22, 2021",812,108,290,451,461,77,224,0,0,291,0,358,0,174,92,922,0,82,661
"December 23, 2021",1235,179,385,531,594,330,312,0,0,550,0,736,0,366,295,1446,0,165,971
"December 24, 2021",410,88,204,216,176,143,94,0,0,164,0,237,0,94,64,478,0,42,324
"December 25, 2021",87,43,120,47,18,50,35,0,0,51,0,97,0,51,23,142,0,10,76
"December 26, 2021",95,14,93,63,24,41,30,0,0,25,0,75,0,31,27,126,0,12,65
"December 27, 2021",84,11,115,89,44,50,28,0,0,19,0,66,0,30,15,137,0,4,82
"December 28, 2021",201,30,165,143,58,71,53,0,0,51,0,133,0,84,94,246,0,12,162
"December 29, 2021",258,43,174,150,114,144,55,0,0,90,0,201,0,86,69,338,0,23,214
"December 30, 2021",91,32,52,93,21,73,38,0,0,29,0,79,0,58,10,137,0,13,93
"December 31, 2021",109,16,151,108,36,85,33,0,0,35,0,128,0,47,66,195,0,9,109
"January 1, 2022",106,10,124,67,26,61,35,0,0,43,0,103,0,45,21,135,0,7,59
"January 2, 2022",86,18,196,57,24,65,14,0,0,31,0,66,0,31,15,146,0,6,62
"January 3, 2022",364,59,214,204,134,91,60,0,0,170,0,282,0,132,73,503,0,34,295
"January 4, 2022",314,53,171,205,104,148,46,0,0,65,0,92,0,53,11,256,0,13,229
"January 5, 2022",209,33,132,162,24,124,39,0,0,32,0,87,0,44,4,173,0,8,174
"January 6, 2022",59,25,33,91,12,53,13,0,0,13,0,63,0,24,1,115,0,1,77
"January 7, 2022",396,40,253,234,32,220,90,0,0,21,0,264,0,128,47,428,0,8,298
"January 8, 2022",231,12,165,105,13,87,37,0,0,37,0,143,0,27,24,198,0,9,147
"January 9, 2022",918,121,294,251,32,163,237,0,0,332,0,793,0,317,331,986,0,22,403
"January 10, 2022",512,60,215,333,68,210,126,0,0,92,0,240,0,77,21,509,0,32,424
"January 11, 2022",706,95,237,377,199,256,201,0,0,223,0,318,0,129,40,714,0,67,584
"January 12, 2022",660,97,259,402,404,245,189,0,0,181,0,246,0,80,16,701,0,50,603
"January 13, 2022",1832,301,430,754,1067,427,523,0,0,958,0,1119,0,464,242,2125,0,254,1473
"January 14, 2022",2090,337,492,837,978,479,633,0,0,897,0,1104,0,527,188,2185,0,254,1538
"January 15, 2022",1785,510,371,476,740,248,637,0,0,1127,0,1152,0,500,297,1940,0,320,1286
"January 16, 2022",1958,447,397,482,654,269,626,0,0,1183,0,1425,0,577,307,2230,0,275,1283
"January 17, 2022",1472,198,372,754,793,421,392,0,0,613,0,699,0,303,115,1571,0,191,1245
"January 18, 2022",1334,180,352,736,765,400,426,0,0,500,0,580,0,240,80,1387,0,160,1115
"January 19, 2022",1427,214,403,729,813,424,395,0,0,576,0,698,0,298,112,1561,0,189,1138
"January 20, 2022",2002,323,446,879,1424,484,582,0,0,859,0,1161,0,511,242,2300,0,241,1424
"January 21, 2022",2121,376,488,869,1013,520,696,0,0,937,0,1107,0,538,204,2309,0,263,1653
"January 22, 2022",3293,881,503,771,1106,505,1116,0,0,2289,0,2627,0,1031,635,3997,0,548,2107
"January 23, 2022",1634,408,407,495,674,318,544,0,0,876,0,761,0,419,222,1901,0,258,1110
"January 24, 2022",1747,260,412,876,978,504,522,0,0,677,0,819,0,404,150,1954,0,222,1414
"January 25, 2022",1917,276,477,962,1079,504,522,0,0,669,0,872,0,394,159,2097,0,236,1517
"January 26, 2022",2113,318,504,909,1086,518,671,0,0,945,0,1100,0,463,245,2408,0,291,1631
"January 27, 2022",2319,348,511,955,1139,511,707,0,0,997,0,1317,0,524,377,2604,0,310,1810
"January 28, 2022",2286,297,562,868,977,473,675,0,0,1023,0,1280,0,557,232,2546,0,259,1714
"January 29, 2022",1751,495,416,465,705,264,526,0,0,991,0,1128,0,494,270,1886,0,260,1023
"January 30, 2022",386,90,254,166,93,129,62,0,0,140,0,235,0,65,27,471,0,34,338
"January 31, 2022",2345,394,481,952,1142,484,815,0,0,1189,0,1474,0,605,380,2797,0,318,1882
"February 1, 2022",2528,421,519,1017,968,537,751,0,0,1108,0,1354,0,530,281,2722,0,303,1801
"February 2, 2022",1049,116,328,597,558,376,233,0,0,264,0,445,0,184,34,1101,0,105,862
"February 3, 2022",1112,135,388,667,512,350,315,0,0,296,0,393,0,162,40,1175,0,100,939
"February 4, 2022",1140,137,393,576,607,383,271,0,0,367,0,493,0,177,56,1239,0,124,964
"February 5, 2022",2372,682,534,683,499,366,827,0,0,1342,0,1537,0,653,508,2684,0,344,1643
"February 6, 2022",3552,828,504,675,589,416,1336,0,0,2733,0,3090,0,1164,734,4475,0,519,2220
"February 7, 2022",2247,306,475,949,794,502,666,0,0,1202,0,1336,0,543,258,2525,0,325,1733
"February 8, 2022",1628,233,399,913,697,441,471,0,0,543,0,640,0,260,74,1701,0,193,1413
"February 9, 2022",2271,325,472,1016,1159,521,715,0,0,926,0,1037,0,436,164,2390,0,293,1835
"February 10, 2022",1824,312,460,975,1160,491,614,0,0,678,0,868,0,332,92,2061,0,262,1670
"February 11, 2022",3063,504,550,1196,1219,651,1050,0,0,1484,0,1835,0,817,606,3558,0,450,2341
"February 12, 2022",4286,1151,600,861,931,591,1915,0,0,3025,0,3667,0,1496,1403,5428,0,725,2650
"February 13, 2022",3364,862,564,632,914,430,1286,0,0,2481,0,2951,0,1135,1105,4374,0,585,2103
"February 14, 2022",1565,196,464,824,462,461,489,0,0,664,0,794,0,310,157,1825,0,199,1422
"February 15, 2022",2472,382,509,1137,677,626,820,0,0,1006,0,1200,0,538,279,2768,0,351,1998
"February 16, 2022",2705,466,578,1227,725,643,904,0,0,1143,0,1370,0,503,313,2979,0,357,2096
"February 17, 2022",2194,310,505,1063,621,546,657,0,0,818,0,1001,0,402,227,2380,0,260,1789
"February 18, 2022",2314,326,561,951,528,560,602,0,0,988,0,1194,0,499,392,2467,0,277,1771
"February 19, 2022",776,156,349,330,203,218,148,0,0,377,0,438,0,156,130,932,0,113,581
"February 20, 2022",3485,980,555,671,522,456,1395,0,0,2552,0,2901,0,1343,1505,4273,0,571,2058
"February 21, 2022",2908,600,513,552,568,396,1047,0,0,1848,0,2400,0,1077,1459,3597,0,386,1666
"February 22, 2022",1968,229,497,931,940,532,482,0,0,735,0,1029,0,405,368,2275,0,184,1497
"February 23, 2022",1770,232,446,923,924,544,502,0,0,566,0,813,0,309,259,1911,0,163,1455
"February 24, 2022",1141,110,391,553,705,410,297,0,0,384,0,638,0,302,273,1356,0,93,896
"February 25, 2022",2176,341,573,887,931,583,627,0,0,925,0,1267,0,619,636,2558,0,254,1579
"February 26, 2022",1121,292,376,447,334,327,286,0,0,527,0,567,0,329,247,1158,0,148,776
"February 27, 2022",1150,245,348,336,605,245,276,0,0,751,0,898,0,359,365,1445,0,175,751
"February 28, 2022",1167,147,355,645,620,352,322,0,0,366,0,501,0,232,94,1282,0,146,1062
"March 1, 2022",1810,283,508,900,748,523,515,0,0,730,0,841,0,322,213,1944,0,206,1483
"March 2, 2022",2082,274,549,981,709,484,608,0,0,808,0,983,0,435,218,2264,0,257,1704
"March 3, 2022",2540,366,534,1132,665,567,763,0,0,1018,0,1313,0,602,373,2789,0,350,2033
"March 4, 2022",3189,517,692,1268,954,677,1116,0,0,1612,0,1969,0,852,750,3773,0,439,2525
"March 5, 2022",4236,1108,642,1016,1490,625,1727,0,0,2784,0,3585,0,1559,1615,5318,0,667,2965
"March 6, 2022",3919,1099,637,880,1146,484,1742,0,0,2644,0,3441,0,1449,1590,5173,0,585,2742
"March 7, 2022",2363,382,556,1189,962,578,751,0,0,1013,0,1154,0,459,230,2616,0,283,2025
"March 8, 2022",2803,376,639,1273,730,636,815,0,0,1287,0,1522,0,639,478,3289,0,394,2204
"March 9, 2022",3448,572,676,1485,1493,764,1230,0,0,1507,0,1892,0,733,590,3778,0,406,2673
"March 10, 2022",2661,394,629,1334,1453,672,914,0,0,1073,0,1268,0,592,388,2890,0,349,2273
"March 11, 2022",1302,153,474,782,809,396,379,0,0,383,0,550,0,222,96,1443,0,138,1225
"March 12, 2022",1714,338,461,512,702,282,439,0,0,987,0,1090,0,523,505,1880,0,246,1051
"March 13, 2022",1337,365,456,379,425,228,374,0,0,933,0,1017,0,449,531,1707,0,174,976
"March 14, 2022",763,109,409,476,488,0,209,0,0,211,0,301,0,113,24,877,0,70,791
"March 15, 2022",1803,278,514,867,757,0,498,0,0,697,0,895,0,454,295,2001,0,192,1463
"March 16, 2022",2759,521,664,1114,686,0,816,0,0,1328,0,1715,0,707,628,3314,0,369,2328
"March 17, 2022",1036,134,420,628,324,0,311,0,0,300,0,409,0,171,40,1137,0,102,1032
"March 18, 2022",1449,206,475,728,415,0,374,0,0,552,0,799,0,367,250,1717,0,151,1303
"March 19, 2022",3123,748,582,815,681,0,1212,0,0,2141,0,2812,0,1291,1473,4170,0,471,2132
"March 20, 2022",850,200,401,267,416,0,186,0,0,371,0,452,0,190,128,859,0,84,576
"March 21, 2022",1217,144,422,719,373,0,304,0,0,437,0,546,0,295,190,1322,0,122,1131
"March 22, 2022",1505,173,437,859,428,0,450,0,0,595,0,732,0,333,172,1698,0,174,1399
"March 23, 2022",2282,312,557,989,732,0,624,0,0,995,0,1304,0,598,415,2626,0,253,1822
"March 24, 2022",3568,680,638,1374,1508,0,1206,0,0,1696,0,2105,0,1100,1127,4186,0,471,2675
"March 25, 2022",2894,502,631,1168,748,0,989,0,0,1286,0,1731,0,967,891,3334,0,339,2223
"March 26, 2022",1252,278,465,408,350,0,330,0,0,661,0,853,0,419,416,1468,0,148,951
"March 27, 2022",2408,675,522,638,488,0,758,0,0,1647,0,1945,0,862,911,3154,0,383,1717
"March 28, 2022",2581,403,484,1022,970,0,700,0,0,1329,0,1726,0,725,602,3067,0,335,2072
"March 29, 2022",3715,717,595,1518,951,0,1469,0,0,1702,0,2110,0,957,855,4074,0,494,2913
"March 30, 2022",3679,645,621,1423,1097,0,1261,0,0,1781,0,2236,0,923,712,4201,0,492,2752
"March 31, 2022",4239,662,707,1548,1020,0,1485,0,0,1988,0,2450,0,1148,1090,4593,0,511,2956
"April 1, 2022",2008,318,544,947,563,0,518,0,0,689,0,827,0,359,276,0,0,203,1576
"April 2, 2022",3116,832,552,662,631,0,1287,0,0,1911,0,1914,0,931,1018,0,0,460,1779
"April 3, 2022",633,495,288,208,145,0,88,0,0,249,0,283,0,133,100,0,0,93,410
"April 4, 2022",1795,259,450,898,517,0,554,0,0,689,0,931,0,332,214,0,0,223,1409
"April 5, 2022",3596,520,632,1443,879,0,1068,0,0,1562,0,1978,0,988,818,0,0,484,2677
"April 6, 2022",3893,637,644,1440,1521,0,1576,0,0,1668,0,2012,0,930,802,0,0,460,2845
"April 7, 2022",3785,739,671,1531,972,0,1480,0,0,1682,0,2222,0,1045,967,0,0,394,2854
"April 8, 2022",2476,341,572,1117,1171,0,682,0,0,967,0,1324,0,577,397,0,0,261,1942
"April 9, 2022",3976,988,638,968,822,0,1602,0,0,2519,0,3098,0,1733,2010,0,0,574,2594
"April 10, 2022",2121,486,450,539,773,0,724,0,0,1274,0,1450,0,753,750,0,0,314,1385
"April 11, 2022",3703,586,557,1393,1085,0,1283,0,0,1796,0,2192,0,1118,1063,0,0,535,2511
"April 12, 2022",1429,176,410,823,700,0,462,0,0,419,0,489,0,214,63,0,0,141,1146
"April 13, 2022",3085,517,600,1335,1243,0,991,0,0,1235,0,1509,0,755,670,0,0,368,2231
"April 14, 2022",3439,707,622,1378,907,0,1164,0,0,1598,0,1991,0,1045,1164,0,0,426,2582
"April 15, 2022",2099,419,499,540,946,0,699,0,0,1060,0,1556,0,892,1052,0,0,238,1519
"April 16, 2022",3834,1017,562,797,851,0,1556,0,0,2410,0,3092,0,1902,2513,0,0,522,2229
"April 17, 2022",2841,743,506,565,635,0,1090,0,0,2017,0,2362,0,1196,1699,0,0,430,1745
"April 18, 2022",775,95,273,372,171,0,187,0,0,190,0,263,0,113,51,0,0,49,593
"April 19, 2022",3348,509,533,1356,804,0,982,0,0,1678,0,1804,0,848,778,0,0,471,2360
"April 20, 2022",3078,467,558,1428,790,0,1150,0,0,1367,0,1526,0,768,637,0,0,398,2412
"April 21, 2022",1842,256,403,909,529,0,572,0,0,763,0,1017,0,401,243,0,0,235,1562
"April 22, 2022",4688,770,707,1520,1268,0,1601,0,0,2456,0,3084,0,1429,1591,0,0,636,3169
"April 23, 2022",5701,1257,645,1017,1693,0,2585,0,0,4164,0,4411,0,2044,2643,0,0,922,3336
"April 24, 2022",3335,829,509,825,1735,0,1350,0,0,2475,0,3048,0,1386,1579,0,0,562,2440
"April 25, 2022",2442,329,495,1080,1019,0,737,0,0,1128,0,1366,0,665,528,0,0,359,1962
"April 26, 2022",2675,368,525,1254,745,0,863,0,0,1159,0,1193,0,570,429,0,0,365,2067
"April 27, 2022",3919,662,670,1603,960,0,1481,0,0,1835,0,2182,0,1006,1082,0,0,572,2955
"April 28, 2022",4362,833,686,1636,1450,0,1571,0,0,1989,0,2447,0,1186,1418,0,0,597,3201
"April 29, 2022",3728,639,706,1432,877,0,1354,0,0,1518,0,2013,0,1156,1227,0,0,474,2646
"April 30, 2022",2286,519,502,596,509,0,742,0,0,1444,0,1883,0,1067,1274,0,0,328,1726
"May 1, 2022",4888,1399,798,1087,791,0,1905,0,0,2404,0,3108,0,1653,1095,0,0,652,2886
"May 2, 2022",2439,315,505,1010,612,0,787,0,0,1131,0,1336,0,732,723,0,0,340,1801
"May 3, 2022",2444,407,553,1181,823,0,877,0,0,867,0,1036,0,588,536,0,0,296,1867
"May 4, 2022",2766,385,592,1297,705,0,794,0,0,1125,0,1350,0,701,772,0,0,301,2194
"May 5, 2022",1386,186,405,898,400,0,447,0,0,373,0,537,0,204,106,0,0,140,1328
"May 6, 2022",4082,676,730,1383,926,0,1459,0,0,1826,0,2245,0,1313,1559,0,0,483,2841
"May 7, 2022",4430,1167,610,934,1093,0,2021,0,0,2928,0,3213,0,1564,2060,0,0,694,2763
"May 8, 2022",3549,597,603,701,727,0,1266,0,0,2536,0,2731,0,1376,1926,0,0,551,2150
"May 9, 2022",3383,452,533,1127,1015,0,1153,0,0,1697,0,1711,0,845,1184,0,0,480,2143
"May 10, 2022",3685,588,651,1446,852,0,1261,0,0,1657,0,1805,0,1001,1013,0,0,474,2568
"May 11, 2022",3280,551,606,1493,877,0,1164,0,0,1341,0,1544,0,795,812,0,0,418,2600
"May 12, 2022",1420,195,392,867,443,0,433,0,0,436,0,572,0,244,119,0,0,118,1339
"May 13, 2022",3986,832,684,1349,971,0,1495,0,0,1885,0,2307,0,1239,1475,0,0,494,2863
"May 14, 2022",1865,404,478,571,451,0,633,0,0,1023,0,1260,0,678,956,0,0,276,1247
"May 15, 2022",888,141,302,355,197,0,242,0,0,411,0,412,0,240,244,0,0,103,586
"May 16, 2022",4173,656,636,1439,876,0,1530,0,0,2320,0,2563,0,1312,1632,0,0,585,2735
"May 17, 2022",4653,827,688,1791,1456,0,1823,0,0,2419,0,2474,0,1338,1342,0,0,668,3250
"May 18, 2022",2653,327,556,1148,639,0,601,0,0,1106,0,1378,0,597,538,0,0,376,2107
"May 19, 2022",4958,935,745,1822,1616,0,1772,0,0,2433,0,2934,0,1440,1465,0,0,651,3569
"May 20, 2022",5387,861,812,1652,1786,0,1813,0,0,2859,0,3804,0,1923,2473,0,0,704,3648
"May 21, 2022",6572,1644,743,577,2152,0,2827,0,0,4931,0,5751,0,3029,4328,0,0,937,3677
"May 22, 2022",5894,1304,699,919,1475,0,2637,0,0,4651,0,5814,0,3153,4607,0,0,871,3396
"May 23, 2022",4577,1093,641,851,783,0,1825,0,0,3422,0,4122,0,2267,3236,0,0,774,2570
"May 24, 2022",3972,641,657,1687,1041,0,1402,0,0,1715,0,2033,0,1197,1205,0,0,512,3021
"May 25, 2022",4094,600,695,1680,979,0,1479,0,0,2104,0,2230,0,1198,1242,0,0,638,3036
"May 26, 2022",3209,471,578,1481,843,0,1019,0,0,1319,0,1430,0,911,921,0,0,415,2461
"May 27, 2022",3995,553,648,1476,1134,0,1194,0,0,1841,0,2360,0,1303,1565,0,0,508,2926
"May 28, 2022",4634,1160,658,975,1130,0,2034,0,0,2910,0,3269,0,2111,2822,0,0,711,2816
"May 29, 2022",4187,995,616,845,718,0,1587,0,0,2909,0,3445,0,1886,2632,0,0,690,2478
"May 30, 2022",2968,388,587,1327,1147,0,982,0,0,1392,0,1538,0,951,1029,0,0,372,2464
"May 31, 2022",5590,925,766,1986,1269,0,2191,0,0,3154,0,3084,0,1786,2058,0,0,848,3941
"June 1, 2022",5661,1015,786,2064,1239,0,2245,0,0,615,0,3007,0,1629,1786,0,0,221,3912
"June 2, 2022",5324,930,774,1950,1489,0,1944,0,0,2587,0,3177,0,1683,2007,0,0,717,3777
"June 3, 2022",2363,349,474,983,908,0,708,0,0,1022,0,1242,0,591,592,0,0,280,394
"June 4, 2022",3726,683,545,894,971,0,1554,0,0,2299,0,2701,0,1827,2369,0,0,527,0
"June 5, 2022",1889,306,407,463,665,0,511,0,0,1117,0,1466,0,859,1176,0,0,270,0
"June 6, 2022",5524,945,711,1741,1683,0,2007,0,0,3042,0,3190,0,1745,2280,0,0,793,0
"June 7, 2022",6695,1035,859,2319,2163,0,2784,0,0,3482,0,3948,0,2290,2802,0,0,906,0
"June 8, 2022",5408,820,750,1943,1118,0,1816,0,0,2733,0,3150,0,1676,1948,0,0,705,0
"June 9, 2022",1535,213,360,946,544,0,538,0,0,494,0,559,0,295,165,0,0,165,0
"June 10, 2022",4256,704,661,1480,1289,0,1354,0,0,2054,0,2548,0,1683,2035,0,0,493,0
"June 11, 2022",6239,1359,672,1152,875,0,2683,0,0,4154,0,4362,0,2590,3489,0,0,889,0
"June 12, 2022",4937,893,638,917,733,0,2044,0,0,3304,0,3531,0,2058,2776,0,0,787,0
"June 13, 2022",4892,698,672,1789,1122,0,1705,0,0,2603,0,2805,0,1793,2116,0,0,721,0
"June 14, 2022",6080,872,790,2138,1203,0,2124,0,0,3065,0,3192,0,1816,2043,0,0,777,0
"June 15, 2022",4061,678,639,1784,2332,0,1411,0,0,1584,0,1908,0,1256,1245,0,0,465,0
"June 16, 2022",4405,765,693,1701,1896,0,1401,0,0,2125,0,2374,0,1386,1683,0,0,563,0
"June 17, 2022",5256,816,757,1659,1823,0,1876,0,0,2736,0,3194,0,2235,2810,0,0,750,0
"June 18, 2022",2912,774,523,698,582,0,1144,0,0,1663,0,2015,0,1459,1889,0,0,400,0
"June 19, 2022",4205,815,569,765,709,0,1613,0,0,2766,0,2953,0,1781,2728,0,0,645,0
"June 20, 2022",5132,873,745,1729,1038,0,1904,0,0,2762,0,2799,0,1954,2411,0,0,718,0
"June 21, 2022",3774,560,661,1600,915,0,1222,0,0,1586,0,1797,0,1126,1098,0,0,472,0
"June 22, 2022",6271,959,847,2177,1187,0,2230,0,0,3507,0,3691,0,2104,2367,0,0,917,0
"June 23, 2022",6554,1212,888,2204,1853,0,2217,0,0,3408,0,3840,0,2286,2789,0,0,859,0
"June 24, 2022",6599,970,853,1929,1350,0,2169,0,0,3987,0,4508,0,2656,3251,0,0,973,0
"June 25, 2022",8492,1364,827,1446,1080,0,3651,0,0,6439,0,6427,0,3692,4313,0,0,1190,0
"June 26, 2022",7332,1174,730,1184,1043,0,2686,0,0,5757,0,5755,0,3368,4037,0,0,1281,0
"June 27, 2022",6201,814,751,1914,1261,0,2118,0,0,3666,0,3780,0,2570,2999,0,0,977,0
"June 28, 2022",4027,544,684,1670,1395,0,1335,0,0,1695,0,1917,0,1313,1326,0,0,513,0
"June 29, 2022",4407,741,700,1744,1812,0,1590,0,0,2023,0,2461,0,1420,1594,0,0,591,0
"June 30, 2022",6497,973,873,2108,1781,0,2247,0,0,3715,0,4337,0,2707,3456,0,0,842,0
"July 1, 2022",7998,1357,844,1352,1076,0,3112,0,0,6197,0,6428,0,3895,4824,0,0,1265,0
"July 2, 2022",7242,1519,751,1209,976,0,2839,0,0,4817,0,5469,0,3629,4920,0,0,855,0
"July 3, 2022",1165,138,309,381,239,0,333,0,0,480,0,655,0,497,552,0,0,103,0
"July 4, 2022",2713,413,516,1081,560,0,827,0,0,1383,0,1558,0,953,1271,0,0,384,0
"July 5, 2022",7087,1077,859,2218,1715,0,2430,0,0,4065,0,4351,0,2778,3772,0,0,1000,0
"July 6, 2022",5153,736,687,1823,2325,0,1758,0,0,2706,0,2719,0,1844,2039,0,0,731,0
"July 7, 2022",4836,747,626,1500,1401,0,1385,0,0,2838,0,3097,0,1988,2480,0,0,761,0
"July 8, 2022",5842,896,791,1761,1851,0,1943,0,0,3301,0,3849,0,2490,3074,0,0,743,0
"July 9, 2022",7380,1329,681,1196,2800,0,2707,0,0,3936,0,5133,0,2796,4067,0,0,828,0
"July 10, 2022",6226,1593,673,950,1518,0,2305,0,0,4202,0,4924,0,2946,4175,0,0,909,0
"July 11, 2022",6733,868,799,1955,2476,0,2292,0,0,4565,0,4688,0,2713,3387,0,0,1063,0
"July 12, 2022",7681,984,913,2226,2558,0,2512,0,0,4530,0,4590,0,2813,3257,0,0,1099,0
"July 13, 2022",7070,1023,904,2235,1324,0,2308,0,0,4032,0,4223,0,2505,3094,0,0,1084,0
"July 14, 2022",7178,1065,861,2156,1862,0,2258,0,0,4069,0,4201,0,2702,3250,0,0,971,0
"July 15, 2022",4267,627,691,1514,1351,0,1377,0,0,2518,0,2463,0,1583,1963,0,0,680,0
"July 16, 2022",4550,939,592,855,1233,0,1568,0,0,3579,0,2850,0,1960,2848,0,0,837,0
"July 17, 2022",4210,858,534,809,1134,0,1539,0,0,3191,0,2835,0,1827,2683,0,0,708,0
